"Folio de Embarque","folio de transferencia","folio de reclamacion","Tienda origen","Codigo tienda origen","Tienda destino","Codigo tienda destino",Fecha,"Cantidad enviada","Codigo de barras",Material,Descripcion,"Correo regional","Liga para aprobar","Liga para cancelar"
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501003305039,11601242,"ADEREZO DE MAYONESA MCCORMICK 420GR P.E.",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,7503014754288,11070045,"SALSA CREMOSA CLASICA CHIMIRICA 250 GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,7503019655078,11070056,"SALSA CREMOSA CHIPOTLE CHIMIRICA 250 GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7503036787066,11728672,"PALOMITAS MICRO SLIMPOP NATURALES 3PK",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7503036787080,11728673,"PALOMITAS MICRO SLIMPOP MANTEQUILLA 3PK",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,6.000,758104006625,11390559,"BEBIDA LEVITE PEPINO LIMON 1 LT PET",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,6.000,758104007943,11558236,"BEBIDA BONAFONT JUIZZY GUAYABA 1.4LT PET",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,758104008070,11668115," BONAFONT JUIZZY LIMON 1LT PZA",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,10.000,758104008193,11696515,"AGUA BONAFONT AGUAS FRESC NARANJA 1 LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,6.000,758104008209,11696819,"AGUA BONAFONT AGUAS FRESC NARANJA 3LTS",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7502251527549,11017058,"POLEGIA POLVO PRINCESA 800 GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,729090020643,11094683,"VT CUATRO SOLES  AFRUTADO 750 ML",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,729090020650,11096785,"V. TINTO VINO TINTO CABERNET SAUVIGNON",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,758104000159,325723,"AGUA NATURAL BONAFONT 1.5 LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,758104001972,2067468,"AGUA NATURAL BONAFONT 2 LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,2.000,758104003174,2124508,"AGUA NATURAL BONAFONT 6 LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,4.000,758104007691,11543868,"AGUA NATURAL BONAFONT 500 ML 6 PACK",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,84.000,7501067732086,11751165,"CEREAL MAIZORO BOLSA CHOCO FLAKES 500GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7500525304117,11553136,"JABON LIQ. P/MANOS SAVON COCO 900ML",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,37836084812,11117496,"LOCION GRISI THANKFUL DOG 250ML",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,706460247572,2421164,"BOT PER PEDIGREE DENTASTIX RAZ PEQ 3PZ",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,36.000,70330912021,282657,"ENCENDEDOR BIC MINI",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,16.000,7501071300493,11145849,"ARROZ PRECOCIDO A LA MEXICANA VERDE VAL",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,10.000,7501404603116,604280,"HARINA DE TRIGO SELECTA 1 KG",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,86141003001,11182362,"TE MANZANILLA LA PASTORA 25 SOB",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7502218641516,11747064,"TE DAVENPORT FRAMBUESA CJ 20 SOBRES",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7502218641547,11747065,"TE DAVENPORT MANGO FRESA CJ 20SOB",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,8.000,7501022008805,11067899,"AGUA E PURA BEBE 5LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,7501022013106,11434279,"GARCI CRESPO VIDRIO PEPSI 275 ML PZA",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501003306234,359985,"MAYONESA MCCORMICK P/ENSALADA FSC 775GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501018203849,1011864,"CATSUP EMBASA TETRBRI 1KG",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,48.000,7501079702855,1083334,"PURE TOMATE DELFUERTE COND 345GR TRPK",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,7501003334565,1174188,"MAYONE MCCORMI SQUEEZ CHIPOTL BOT 350GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,25.000,8076809583466,11709824," BARILLA PASTA BARILLA SPAGHETTI NO.7 45",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,7501158414495,11194743,"LECHE ULTRA SAN MARCOS LIGHT 1LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501158414501,11194744,"LECHE ULTRA SAN MARCOS DESLACTOSADA 1LT",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,24.000,7501011312678,363519,"CREMA CHAMPIÑON CAMPBELLS 300 GRAMO LATA",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,20.000,7501017005925,1305079,"SALSA LA COSTEÑA CASERA VERDE BOT 250GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501017043217,11121963,"MAYONESA REDUCIDA LA COSTEÑA 385gr",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501017044795,11473612,"SALSA CASERA MEXICANA LA COSTEÑA 450 GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
4096,310,NULL,CHAPALITA,328,MALECON,30,2024-01-31,12.000,7501017045020,11476462,"SALSA TAQUERA TAQUERA LA COSTEÑA 450 GR",arturorf@soriana.com,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=true,http://172.14.3.58:8000/api/v1/transfers/regional-approval/c679182b-bd44-435c-a84e-b6d6891048b7?approved=false
